id,definition
brodmann area 9 of cingulate gyrus,
left anterior basal segmental bronchus,
left supratrochlear nerve,
branch of genitofemoral nerve,
left eleventh thoracic intertransversarius,
lambda sign of aorta,Small ascending aorta; seen in hypoplastic left heart syndrome.
maxillary surface of palatine bone,
intermediate artery,
posterior ramus of right first lumbar nerve,
region of submucosa,
muscle body of rectus femoris,
brodmann area 4 of postcentral gyrus,
articular cartilage of proximal epiphysis of left femur,
child abuse,"Abuse of children in a family, institutional, or other setting. (apa, Thesaurus of Psychological Index Terms, 1994) [MeSH]"
systemic vein,Vein in the systemic venous system.
zona spongiosa,
respiratory disorder,Diseases of the respiratory system in general or unspecified or for a specific respiratory disease not available. [MeSH]
branch of seventh intercostal nerve to rectus abdominis,
focal hepatic hot spot sign,Focal spot of high tracer uptake on liver scan or high attenuation on CT due to growth of collateral venous pathways. Focal spot in segment IV suggests superior vena cava obstruction.
pharyngeal lymphoid ring,
tendon of compressor urethrae,
right frontal nerve,
thoracodorsal nerve component of anterior root of seventh cervical nerve,
internal surface of pelvic part of left ureter,
distal epiphysis,
Köhler disease,osteochondrosis of the tarsal navicular
set of rootlets of left third cervical nerve,
first intercostal nerve,
distal tendon of teres major,
tributary of external jugular vein,
inferior subscapular nerve component of anterior root of right sixth cervical nerve,
loose endoabdominal fascia,
posterior segmental branch of left renal artery,
nerve to left sartorius (1),
chest wall,Subdivision of thorax which includes all structures from the skin to the costal pleura. Examples: There is only one chest wall. [FMA]
cerebral blood volume map,
Anterior part of right side of middle part of transition zone of prostate,
musculocutaneous nerve component of trunk of anterior division of anterior ramus of right sixth cervical nerve,
sigmoid colon,A segment of the colon between the rectum and the descending colon. [MeSH]
set of medial mammary branches of intercostal nerve,
short insular gyrus,
right superior parietal lobule,
musculocutaneous nerve component of trunk proper of anterior ramus of left sixth cervical nerve,
peripheral segment of right first thoracic spinal nerve,
lateral conal fascia,
white matter of right temporal lobe,
trunk of ventromedial branch of sacral plexus to lateral thigh rotator muscle,
neural tissue of midbrain,
nerve to cervical rotator,
neuroglial network of S4 segment of spinal cord,
inferior mesenteric lymph node group,Intestinal lymph node group around the inferior mesenteric artery.
brodmann area 25 of inferior frontal gyrus,
neural tissue of branch of autonomic nerve,
midbrain reticular formation,
left lower lobe medial segment artery,
nerve to right abductor hallucis brevis,
left second thoracic rotator,
cavernous angioma,"A vascular malformation of developmental origin characterized pathologically by ectasia of superficial dermal capillaries, and clinically by persistent macular erythema. In the past, port wine stains have frequently been termed capillary hemangiomas, which they are not; unfortunately this confusing practice persists: hemangioma, capillary is neoplastic, a port-wine stain is non-neoplastic. Port-wine stains vary in color from fairly pale pink to deep red or purple and in size from a few millimeters to many centimeters in diameter. The face is the most frequently affected site and they are most often unilateral. (From Rook et al., Textbook of Dermatology, 5th ed, p483) [MeSH]"
lesser sciatic notch,
belly of humeral head of left flexor carpi ulnaris,
segment of C6 root of radial nerve,
zone of large intestine,
synovium of radiocarpal joint,
internal pyramidal layer of left Brodmann area 43,
best estimated timing,
branch of spinal nerve,
gray matter of left precuneus,
two-dimensional selective radiofrequency pulse,RF pulse with a spatial selectivity in 2 dimensions
space of compartment of head,
orbital surface of frontal bone,
mons pubis branch of genital branch of right genitofemoral nerve,
temporal tap,
upper gastrointestinal tract disorder,
hepatovenous segment IXb,
radical,
left dorsal ulnocarpal ligament,
posterior ramus of fifth lumbar nerve,
brodmann area 10 of left inferior frontal gyrus,
corticotectal tract,
left cochlear ganglion,
Brodmann area 41,
upper head of lateral pterygoid,
uterine adnexa,"Appendages of the uterus which include the fallopian tubes, the ovary, and the supporting ligaments of the uterus (broad ligament; round ligament). [MeSH]"
lamina propria of pylorus,
brodmann area 41 of left superior temporal gyrus,
interlobular stroma of liver,
pigmented layer of retina,
posterior cord segment of right seventh cervical nerve,
t10 segment of left nucleus proprius of spinal cord,
posterior conjunctival artery,
dural artery,
inferior cervical cardiac branch of right vagus nerve,
segment of cingulum bundle,
RID5423,
lateral nucleus of trapezoid body,
nerve to right fifth external intercostal muscle,
surgical implement,
medial branch of posterior ramus of right tenth thoracic nerve to right longissimus thoracis,
male body wall,
neurofibroma,"A moderately firm, benign, encapsulated tumor resulting from proliferation of schwann cells and fibroblasts that includes portions of nerve fibers. The tumors usually develop along peripheral or cranial nerves and are a central feature of neurofibromatosis 1, where they may occur intracranially or involve spinal roots. Pathologic features include fusiform enlargement of the involved nerve. Microscopic examination reveals a disorganized and loose cellular pattern with elongated nuclei intermixed with fibrous strands. (From Adams et al., Principles of Neurology, 6th ed, p1016) [MeSH]"
trunk of lingual branch of left lingual nerve,
Xenon-133,
ventral tegmental decussation,
renal lobe,
groove for middle temporal artery,
t7 segment of nucleus proprius of spinal cord,
region of surface of scalenus medius,
left preolivary nucleus,
gastropancreatic fold,
medial branch of posterior ramus of left fourth thoracic nerve,
anatomical border of subdivision of skull,
circumflex iliac lymphatic vessel,
right infrascapular part of back,
anterior surface of rectum,
c6 root of left lateral pectoral nerve,
medial medullary branch of left vertebral artery,
prepyloric vein,
tendon of fourth dorsal interosseous of right foot,
left rostral intralaminar nuclear group,
polar part of right superior occipital gyrus,
white matter of lateral orbital gyrus,
subdivision of petrous part of internal carotid artery,
muscular branch of sixth intercostal nerve,
Milch disease,Osteonecrosis of the ischial apophysis
external surface of abdominal part of right ureter,
inferior subscapular nerve nucleus of dorsal column,
brodmann area 22 of right superior temporal gyrus,
right sixth anterior intercostal artery,
musculocutaneous nerve component of posterior root of fifth cervical nerve,
content of abdomen,
RID1116,
posterior surface of body of scapula,
proximal tendon of levator scapulae,
dorsal part of right postcentral gyrus,
supraspinatus muscle,
vastus intermedius branch of femoral nerve (n),
tendon of right articularis cubiti,
articular cartilage of base of middle phalanx of toe,
prelaminar branch of spinal branch of right second lumbar artery,
segment of left hepatic biliary tree,
CT attenuation correction,
cervical segment of gracile fasciculus of spinal cord,
lateral branch of right pontine artery,
infundibulum,
lateral head of gastrocnemius muscle,
apical pleura,
perforation,
serpentine,
costal surface of right scapula,
brodmann area 42 of right superior temporal gyrus,
posterior cord segment of C5 root of right inferior subscapular nerve,
precentral branch of right third lumbar artery,
vanadium,"A metallic element with the atomic symbol V, atomic number 23, and atomic weight 50.94. It is used in the manufacture of vanadium steel. Prolonged exposure can lead to chronic intoxication caused by absorption usually via the lungs. [MeSH]"
dorsal part of precentral gyrus,
ytterbium,"Ytterbium. An element of the rare earth family of metals. It has the atomic symbol Yb, atomic number 70, and atomic weight 173. Ytterbium has been used in lasers and as a portable x-ray source. [MeSH]"
left anterior triangle of neck,
trunk proper of posterior division of anterior ramus of eighth cervical nerve,
postcentral branch of spinal branch of left third lumbar artery,
c1 branch to semispinalis capitis,
proximal phalanx of toe,
frenulum of superior medullary velum,
proximal tendon of left trapezius,
fat saturation,
cortex of right kidney,
surface of segment of hindbrain,
posterior femoral cutaneous nerve,
right posterior meniscofemoral ligament,
c6 root of left superior subscapular nerve,
threshold growth (liver mass),"[LIRADS] Diameter increase of a mass by a minimum of 5mm AND, depending on the time interval between examinations, by the following amounts: Interval ≤ 6 months must have diameter increase of ≥ 50%.  Interval > 6 months must have diameter increase of ≥ 100%"
