,id,parentId
31962,t-tube contrast,anatomical contrast
31963,rootlet of left fifth lumbar nerve,rootlet of fifth lumbar nerve
31964,deep postvertebral muscle,postvertebral muscle
31965,clavicle,long bone
31966,distal region of muscle body of left vastus medialis,distal region of muscle body of vastus medialis
31967,trunk of medial dorsal digital nerve of third toe,trunk of dorsal digital nerve of third toe
31968,supraglottis,subdivision of larynx
31969,ureteropelvic junction obstruction,obstruction
31970,calcaneocuboid joint,joint of ankle or foot
31971,external pyramidal layer of Brodmann area 41,lamina of Brodmann area 41
31972,meconium plug,intestinal disorder
31973,acrosclerosis,osteosclerosis
31974,trunk of plantaris branch of tibial nerve,trunk of muscular branch of tibial nerve
31975,lumen of abdominal part of right ureter,lumen of abdominal part of ureter
31976,belly of left internal oblique,belly of internal oblique
31977,posterior rootlet of left first cervical nerve,posterior rootlet of first cervical nerve
31978,decubitus position,patient position
31979,medial pes lemniscus,lemniscus of neuraxis
31980,trunk of articular branch of ulnar nerve to left elbow joint,trunk of articular branch of ulnar nerve to elbow joint
31981,external longitudinal muscle layer of left uterine tube proper,external longitudinal muscle layer of uterine tube proper
31982,lumbar segment of spinal epidural space,subdivision of spinal epidural space
31983,chorion,extra-embryonic structure
31984,left fourth sacral spinal ganglion,fourth sacral spinal ganglion
31985,lymph node at root of middle colic artery,distal superior mesenteric lymph node
31986,pharyngeal venous plexus,venous plexus
31987,set of viscera of abdomen,set of viscera
31988,trunk of deep fibular nerve,trunk of branch of common fibular nerve
31989,postpericardiotomy syndrome,postoperative complication
31990,l4 segment,lumbar subsegment of spinal cord
31991,left anterior descending artery,branch of left coronary artery
31992,head region of muscle body of right teres major,head region of muscle body of teres major
31993,median nerve component of trunk of right fifth cervical nerve,median nerve component of trunk of fifth cervical nerve
31994,femoroacetabular impingement,impingement
31995,posterior branch of lateral cutaneous branch of left fifth intercostal nerve,posterior branch of lateral cutaneous branch of fifth intercostal nerve
31996,right jugular venous arch,jugular venous arch
31997,partial clinical success,clinical success
31998,medial branch of posterior ramus of left second sacral nerve,medial branch of posterior ramus of second sacral nerve
31999,set of glands,set of organ regions
32000,long ciliary nerve,branch of nasociliary nerve
32001,branch of left ninth intercostal nerve to left internal oblique,branch of ninth intercostal nerve to internal oblique
32002,set of right thoracic intertransversarii,set of thoracic intertransversarii
32003,gastric outlet obstruction,obstruction
32004,left twelfth thoracic spinal ganglion,twelfth thoracic spinal ganglion
32005,back of female trunk,back of trunk
32006,right nucleus of optic tract,nucleus of optic tract
32007,white matter of declive of vermis of cerebellum,white matter of segment of cerebellum
32008,inner medulla of left kidney,set of inner region of renal pyramids
32009,segment of tibial collateral ligament,segment of ligament
32010,tail of pancreas,zone of pancreas
32011,t10 segment of marginal zone of left dorsal gray column of spinal cord,t10 segment of marginal zone of dorsal gray column of spinal cord
32012,prepyriform area,region of cerebral cortex
32013,diffuse reticular nucleus,nucleus of medulla oblongata
32014,diabetes,deficiency disorder
32015,diaphysis of proximal phalanx of little finger,diaphysis of phalanx of little finger
32016,calcaneofibular ligament,lateral ligament of ankle joint
32017,medial lenticulostriate branch of anterior cerebral artery,branch of anterior cerebral artery
32018,subscapularis branch of lateral thoracic artery,muscular branch of lateral thoracic artery
32019,paracentral nucleus,nucleus of thalamus
32020,diaphysis proper of fibula,zone of fibula
32021,left prefrontal vein,prefrontal vein
32022,compartment of pelvis,subdivision of abdominal compartment
32023,coracobrachialis muscle,muscle of anterior compartment of arm
32024,muscle layer of left inferior minor calyx,muscle layer of inferior minor calyx
32025,BI-RADS 6,BI-RADS assessment
32026,right Brodmann area 43,Brodmann area 43
32027,humeral head of pronator teres,proximal zone of muscle organ
32028,radial nerve component of trunk of posterior division of anterior ramus of eighth cervical nerve,segment of C8 root of radial nerve
32029,yellow,color descriptor
32030,l5 root of inferior gluteal nerve,root of inferior gluteal nerve
32031,lateral tributary of dorsal tributary of left second lumbar vein,lateral tributary of dorsal tributary of second lumbar vein
32032,tracheobronchial tree,hollow tree organ
32033,hematoma/blood signal,enhancement pattern
32034,t7 segment of marginal zone of dorsal gray column of spinal cord,thoracic subsegment of marginal zone of dorsal gray column of spinal cord
32035,wall of intralobular duct of pancreas,wall of pancreatic duct
32036,thoracodorsal nerve,peripheral nerve
32037,articular cartilage of distal epiphysis of fibula,articular cartilage of epiphysis of fibula
32038,diaphysis proper of right humerus,diaphysis proper of humerus
32039,l5 segment of dorsal funiculus of spinal cord,lumbar subsegment of dorsal funiculus of spinal cord
32040,trabecula,organ component
32041,central segment of right femoral nerve,central segment of femoral nerve
32042,interstitial space,anatomical compartment space
32043,branch of lateral thoracic artery,branch of subclavian artery
32044,left cortical amygdaloid nucleus,cortical amygdaloid nucleus
32045,superior semilunar lobule,lobule of hemisphere of cerebellum
32046,compartment of abdomen proper,subdivision of abdominal compartment
32047,cervical subsegment of anterior corticospinal tract,vertebral segment of anterior corticospinal tract
32048,nerve to left extensor carpi radialis longus,nerve to extensor carpi radialis longus
32049,lateral branch of posterior ramus of twelfth thoracic nerve,lateral branch of posterior ramus of thoracic nerve
32050,third distal tendon of right flexor digitorum profundus muscle,third distal tendon of flexor digitorum profundus muscle
32051,RID3272,Obsolete Radlex Term
32052,central segment of right second thoracic spinal nerve,central segment of second thoracic spinal nerve
32053,posterior lobule of right insula,posterior lobule of insula
32054,medial antebrachial cutaneous nerve component of trunk of anterior ramus of eighth cervical nerve,segment of C8 root of medial antebrachial cutaneous nerve
32055,lateral cutaneous branch of left ninth intercostal nerve,lateral cutaneous branch of ninth intercostal nerve
32056,lamina affixa,region of wall of lateral ventricle
32057,ventral branch of right fourth lumbar artery,ventral branch of fourth lumbar artery
32058,lateral band of left coracohumeral ligament,lateral band of coracohumeral ligament
32059,right zygomatic nerve,zygomatic nerve
32060,groove for marginal sinus,anatomical line
32061,right trochlear nucleus,trochlear nucleus
32062,segment of anterior cruciate ligament,segment of skeletal ligament
32063,prepontine cistern,subarachnoid cistern
32064,anterior lamina of tendon of right pectoralis major,anterior lamina of tendon of pectoralis major
32065,inferior anterior division segment of right median nerve,inferior anterior division segment of median nerve
32066,visceral fascia of pelvis,zone of pelvic fascia
32067,white matter of left long insular gyrus,white matter of long insular gyrus
32068,right colic lymph node group proper,colic lymph node group
32069,malignant melanoma,melanocytic neoplasm
32070,imaging domain property,imaging procedure property
32071,8th,enumeration term
32072,communicating branch of left second intercostal nerve,communicating branch of second intercostal nerve
32073,brodmann area 39 of parietal lobe,segment of Brodmann area 39
32074,left cuneate fasciculus of spinal cord,fasciculus cuneatus of spinal cord
32075,intermediate nucleus of solitary tract,nucleus of solitary tract
32076,neuritis,inflammation
32077,communicating branch of anterior ramus of left first cervical nerve to left hypoglossal nerve,communicating branch of anterior ramus of first cervical nerve to hypoglossal nerve
32078,right globus pallidus,globus pallidus
32079,papillary renal adenocarcinoma,renal adenocarcinoma
32080,left adductor brevis,adductor brevis muscle
32081,vertebral artery,branch of subclavian artery
32082,neural network of right kidney,neural network of kidney
32083,residual disease,therapeutic response
32084,median nerve component of anterior root of left first thoracic nerve,median nerve component of anterior root of first thoracic nerve
32085,inferior gluteal line,fiat anatomical line
32086,left field H2,field H2
32087,nerve to tenth internal intercostal muscle,muscular branch of tenth intercostal nerve
32088,branch of left musculocutaneous nerve to left biceps brachii,branch of musculocutaneous nerve to biceps brachii
32089,right lateral pes lemniscus,lateral pes lemniscus
32090,systemic arterial tree of male human body,systemic arterial tree
32091,pleural branch of right eleventh intercostal nerve,pleural branch of eleventh intercostal nerve
32092,lateral branch of posterior ramus of first sacral nerve,lateral branch of posterior ramus of sacral nerve
32093,RID28764,Obsolete Radlex Term
32094,corticocancellous bone graft,bone graft
32095,diaphysis of left femur,diaphysis of femur
32096,zone of nerve,organ zone
32097,compartment of abdomen,body compartment subdivision
32098,superficial head of flexor pollicis brevis muscle,proximal zone of muscle organ
32099,thin section,imaging technique descriptor
32100,biphasic flow,flow
32101,anatomical border of skull bone,anatomical line of skull
32102,nerve to fourth lateral lumbar intertransversarius,nerve to lateral lumbar intertransversarius
32103,base of spine of left scapula,base of spine of scapula
